"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"EcoSafeRAG: Efficient Security through Context Analysis in Retrieval-Augmented Generation","https://scispace.com/paper/ecosaferag-efficient-security-through-context-analysis-in-ji5mwlihniuv","2025","Journal Article","","Yao RuoBing
Zhang, Yifei
Song, Shuang
Gao Neng
Tu Chenyang","10.48550/arxiv.2505.13506","","Retrieval-Augmented Generation (RAG) compensates for the static knowledge limitations of Large Language Models (LLMs) by integrating external knowledge, producing responses with enhanced factual correctness and query-specific contextualization. However, it also introduces new attack surfaces such as corpus poisoning at the same time. Most of the existing defense methods rely on the internal knowledge of the model, which conflicts with the design concept of RAG. To bridge the gap, EcoSafeRAG uses sentence-level processing and bait-guided context diversity detection to identify malicious content by analyzing the context diversity of candidate documents without relying on LLM internal knowledge. Experiments show EcoSafeRAG delivers state-of-the-art security with plug-and-play deployment, simultaneously improving clean-scenario RAG performance while maintaining practical operational costs (relatively 1.2$\times$ latency, 48\%-80\% token reduction versus Vanilla RAG). ",""
"Poison-RAG: Adversarial Data Poisoning Attacks on Retrieval-Augmented
  Generation in Recommender Systems","https://scispace.com/paper/poison-rag-adversarial-data-poisoning-attacks-on-retrieval-3oyevnzp8xje","2025","Journal Article","","Fatemeh Nazary
Yashar Deldjoo
Tommaso Di Noia","10.48550/arxiv.2501.11759","https://scispace.compdf/poison-rag-adversarial-data-poisoning-attacks-on-retrieval-3oyevnzp8xje.pdf","This study presents Poison-RAG, a framework for adversarial data poisoning attacks targeting retrieval-augmented generation (RAG)-based recommender systems. Poison-RAG manipulates item metadata, such as tags and descriptions, to influence recommendation outcomes. Using item metadata generated through a large language model (LLM) and embeddings derived via the OpenAI API, we explore the impact of adversarial poisoning attacks on provider-side, where attacks are designed to promote long-tail items and demote popular ones. Two attack strategies are proposed: local modifications, which personalize tags for each item using BERT embeddings, and global modifications, applying uniform tags across the dataset. Experiments conducted on the MovieLens dataset in a black-box setting reveal that local strategies improve manipulation effectiveness by up to 50\%, while global strategies risk boosting already popular items. Results indicate that popular items are more susceptible to attacks, whereas long-tail items are harder to manipulate. Approximately 70\% of items lack tags, presenting a cold-start challenge; data augmentation and synthesis are proposed as potential defense mechanisms to enhance RAG-based systems' resilience. The findings emphasize the need for robust metadata management to safeguard recommendation frameworks. Code and data are available at https://github.com/atenanaz/Poison-RAG. ","This study presents Poison-RAG, a framework for adversarial data poisoning attacks on retrieval-augmented generation-based recommender systems, manipulating item metadata to influence recommendation outcomes and promoting long-tail items while demoting popular ones."
"Hoist with His Own Petard: Inducing Guardrails to Facilitate Denial-of-Service Attacks on Retrieval-Augmented Generation of LLMs","https://scispace.com/paper/hoist-with-his-own-petard-inducing-guardrails-to-facilitate-31bugcpr2x1c","2025","Journal Article","","suo pan
Shang Yu-ming
Guo San-chuan
Zhang Xi","10.48550/arxiv.2504.21680","","Retrieval-Augmented Generation (RAG) integrates Large Language Models (LLMs) with external knowledge bases, improving output quality while introducing new security risks. Existing studies on RAG vulnerabilities typically focus on exploiting the retrieval mechanism to inject erroneous knowledge or malicious texts, inducing incorrect outputs. However, these approaches overlook critical weaknesses within LLMs, leaving important attack vectors unexplored and limiting the scope and efficiency of attacks. In this paper, we uncover a novel vulnerability: the safety guardrails of LLMs, while designed for protection, can also be exploited as an attack vector by adversaries. Building on this vulnerability, we propose MutedRAG, a novel denial-of-service attack that reversely leverages the guardrails of LLMs to undermine the availability of RAG systems. By injecting minimalistic jailbreak texts, such as ""\textit{How to build a bomb}"", into the knowledge base, MutedRAG intentionally triggers the LLM's safety guardrails, causing the system to reject legitimate queries. Besides, due to the high sensitivity of guardrails, a single jailbreak sample can affect multiple queries, effectively amplifying the efficiency of attacks while reducing their costs. Experimental results on three datasets demonstrate that MutedRAG achieves an attack success rate exceeding 60% in many scenarios, requiring only less than one malicious text to each target query on average. In addition, we evaluate potential defense strategies against MutedRAG, finding that some of current mechanisms are insufficient to mitigate this threat, underscoring the urgent need for more robust solutions. ",""
"Breaking Down the Defenses: A Comparative Survey of Attacks on Large Language Models","https://scispace.com/paper/breaking-down-the-defenses-a-comparative-survey-of-attacks-3btvoo6pfx","2024","Journal Article","arXiv.org","Arijit Ghosh Chowdhury
Md Mofijul Islam
Vaibhav Kumar
Faysal Hossain Shezan
Vinija Jain
Aman Chadha","10.48550/arxiv.2403.04786","","Large Language Models (LLMs) have become a cornerstone in the field of Natural Language Processing (NLP), offering transformative capabilities in understanding and generating human-like text. However, with their rising prominence, the security and vulnerability aspects of these models have garnered significant attention. This paper presents a comprehensive survey of the various forms of attacks targeting LLMs, discussing the nature and mechanisms of these attacks, their potential impacts, and current defense strategies. We delve into topics such as adversarial attacks that aim to manipulate model outputs, data poisoning that affects model training, and privacy concerns related to training data exploitation. The paper also explores the effectiveness of different attack methodologies, the resilience of LLMs against these attacks, and the implications for model integrity and user trust. By examining the latest research, we provide insights into the current landscape of LLM vulnerabilities and defense mechanisms. Our objective is to offer a nuanced understanding of LLM attacks, foster awareness within the AI community, and inspire robust solutions to mitigate these risks in future developments.","A comprehensive survey of attacks on Large Language Models (LLMs) exploring various forms of attacks, their potential impacts, and defense strategies."
"RAGPart &amp; RAGMask: Retrieval-Stage Defenses Against Corpus Poisoning in Retrieval-Augmented Generation","https://scispace.com/paper/ragpart-ragmask-retrieval-stage-defenses-against-corpus-galfqojb6dbf","2025","Journal Article","","Pankayaraj Pathmanathan
Michael-Andrei Panaitescu-Liess
Cho-Yu Jason Chiang
Furong Huang","10.48550/arxiv.2512.24268","","Retrieval-Augmented Generation (RAG) has emerged as a promising paradigm to enhance large language models (LLMs) with external knowledge, reducing hallucinations and compensating for outdated information. However, recent studies have exposed a critical vulnerability in RAG pipelines corpus poisoning where adversaries inject malicious documents into the retrieval corpus to manipulate model outputs. In this work, we propose two complementary retrieval-stage defenses: RAGPart and RAGMask. Our defenses operate directly on the retriever, making them computationally lightweight and requiring no modification to the generation model. RAGPart leverages the inherent training dynamics of dense retrievers, exploiting document partitioning to mitigate the effect of poisoned points. In contrast, RAGMask identifies suspicious tokens based on significant similarity shifts under targeted token masking. Across two benchmarks, four poisoning strategies, and four state-of-the-art retrievers, our defenses consistently reduce attack success rates while preserving utility under benign conditions. We further introduce an interpretable attack to stress-test our defenses. Our findings highlight the potential and limitations of retrieval-stage defenses, providing practical insights for robust RAG deployments. ","Researchers propose RAGPart and RAGMask, two lightweight defenses against corpus poisoning in Retrieval-Augmented Generation (RAG) pipelines, reducing attack success rates while preserving utility, and introduce an interpretable attack to stress-test their defenses."
"A Survey of Textual Adversarial Attacks and Defenses on Large Language Models (LLMs)","https://scispace.com/paper/a-survey-of-textual-adversarial-attacks-and-defenses-on-ke58iwbdt488","2025","Journal Article","Science and technology of engineering, chemistry and environmental protection","Sirui Song","10.61173/m8d1p054","https://scispace.compdf/a-survey-of-textual-adversarial-attacks-and-defenses-on-ke58iwbdt488.pdf","The broad use of large language models (LLMs) like GPT-4 and LLaMA in dialogue systems, content generation, etc., causes security flaws of these models to rise. The current study examines progress made in recent years on textual adversarial attacks and defenses for LLMs, focusing on special attack vectors and defensive techniques targeting LLMs. Firstly, a 'Target—Technology—Scenario' three-dimensional attack classification framework that mainly consists of typical kinds of attacks including PIA and JBA. Secondly, defense mechanisms from two different perspectives: alignment enhancement in the training phase and security controls in the inference phase. In addition, by conducting experiments using benchmark datasets (HELM), existing technical drawbacks and future work directions are also discussed. The aim is to offer guidance and references for subsequent work on theoretical studies of LLM security and promoting the building of stronger NLP systems. ","This study surveys recent advancements in textual adversarial attacks and defenses on large language models, proposing a 3D attack classification framework and defense mechanisms, and discusses experimental results and future directions for improving LLM security."
"BadRAG: Identifying Vulnerabilities in Retrieval Augmented Generation of
  Large Language Models","https://scispace.com/paper/badrag-identifying-vulnerabilities-in-retrieval-augmented-58tnggn4sq","2024","Preprint","","Jiaqi Xue
Mengxin Zheng
Yu‐Chi Hu
Fei Liu
Xun Chen
Qian Lou","10.48550/arxiv.2406.00083","https://scispace.compdf/badrag-identifying-vulnerabilities-in-retrieval-augmented-58tnggn4sq.pdf","Large Language Models (LLMs) are constrained by outdated information and a tendency to generate incorrect data, commonly referred to as ""hallucinations."" Retrieval-Augmented Generation (RAG) addresses these limitations by combining the strengths of retrieval-based methods and generative models. This approach involves retrieving relevant information from a large, up-to-date dataset and using it to enhance the generation process, leading to more accurate and contextually appropriate responses. Despite its benefits, RAG introduces a new attack surface for LLMs, particularly because RAG databases are often sourced from public data, such as the web. In this paper, we propose \TrojRAG{} to identify the vulnerabilities and attacks on retrieval parts (RAG database) and their indirect attacks on generative parts (LLMs). Specifically, we identify that poisoning several customized content passages could achieve a retrieval backdoor, where the retrieval works well for clean queries but always returns customized poisoned adversarial queries. Triggers and poisoned passages can be highly customized to implement various attacks. For example, a trigger could be a semantic group like ""The Republican Party, Donald Trump, etc."" Adversarial passages can be tailored to different contents, not only linked to the triggers but also used to indirectly attack generative LLMs without modifying them. These attacks can include denial-of-service attacks on RAG and semantic steering attacks on LLM generations conditioned by the triggers. Our experiments demonstrate that by just poisoning 10 adversarial passages can induce 98.2\% success rate to retrieve the adversarial passages. Then, these passages can increase the reject ratio of RAG-based GPT-4 from 0.01\% to 74.6\% or increase the rate of negative responses from 0.22\% to 72\% for targeted queries. ","RAG vulnerabilities and attacks on retrieval and generative LLMs. The paper proposes \TrojRAG{} to identify vulnerabilities in retrieval-augmented generation and attacks on retrieval and generative LLMs."
"Poisoned LangChain: Jailbreak LLMs by LangChain","https://scispace.com/paper/poisoned-langchain-jailbreak-llms-by-langchain-22ewvnzp5u","2024","Preprint","","Ziqiu Wang
Jun Li
L. Zhang
Yang Yang","10.48550/arxiv.2406.18122","https://scispace.compdf/poisoned-langchain-jailbreak-llms-by-langchain-22ewvnzp5u.pdf","With the development of natural language processing (NLP), large language models (LLMs) are becoming increasingly popular. LLMs are integrating more into everyday life, raising public concerns about their security vulnerabilities. Consequently, the security of large language models is becoming critically important. Currently, the techniques for attacking and defending against LLMs are continuously evolving. One significant method type of attack is the jailbreak attack, which designed to evade model safety mechanisms and induce the generation of inappropriate content. Existing jailbreak attacks primarily rely on crafting inducement prompts for direct jailbreaks, which are less effective against large models with robust filtering and high comprehension abilities. Given the increasing demand for real-time capabilities in large language models, real-time updates and iterations of new knowledge have become essential. Retrieval-Augmented Generation (RAG), an advanced technique to compensate for the model's lack of new knowledge, is gradually becoming mainstream. As RAG enables the model to utilize external knowledge bases, it provides a new avenue for jailbreak attacks. In this paper, we conduct the first work to propose the concept of indirect jailbreak and achieve Retrieval-Augmented Generation via LangChain. Building on this, we further design a novel method of indirect jailbreak attack, termed Poisoned-LangChain (PLC), which leverages a poisoned external knowledge base to interact with large language models, thereby causing the large models to generate malicious non-compliant dialogues.We tested this method on six different large language models across three major categories of jailbreak issues. The experiments demonstrate that PLC successfully implemented indirect jailbreak attacks under three different scenarios, achieving success rates of 88.56%, 79.04%, and 82.69% respectively. ","Poisoned LangChain: Jailbreak LLMs by LangChain explores the concept of indirect jailbreak attacks and designs a novel method, Poisoned-LangChain (PLC), to exploit vulnerabilities in large language models."
"Knowledge Database or Poison Base? Detecting RAG Poisoning Attack
  through LLM Activations","https://scispace.com/paper/knowledge-database-or-poison-base-detecting-rag-poisoning-2uya74od8k61","2024","Journal Article","","X. Gary Tan
Tom H. Luan
Mingyu Luo
Xiaoyan Sun
Ping Chen
Jun Dai","10.48550/arxiv.2411.18948","https://scispace.compdf/knowledge-database-or-poison-base-detecting-rag-poisoning-2uya74od8k61.pdf","As Large Language Models (LLMs) are progressively deployed across diverse fields and real-world applications, ensuring the security and robustness of LLMs has become ever more critical. Retrieval-Augmented Generation (RAG) is a cutting-edge approach designed to address the limitations of large language models (LLMs). By retrieving information from the relevant knowledge database, RAG enriches the input to LLMs, enabling them to produce responses that are more accurate and contextually appropriate. It is worth noting that the knowledge database, being sourced from publicly available channels such as Wikipedia, inevitably introduces a new attack surface. RAG poisoning involves injecting malicious texts into the knowledge database, ultimately leading to the generation of the attacker's target response (also called poisoned response). However, there are currently limited methods available for detecting such poisoning attacks. We aim to bridge the gap in this work. Particularly, we introduce RevPRAG, a flexible and automated detection pipeline that leverages the activations of LLMs for poisoned response detection. Our investigation uncovers distinct patterns in LLMs' activations when generating correct responses versus poisoned responses. Our results on multiple benchmark datasets and RAG architectures show our approach could achieve 98% true positive rate, while maintaining false positive rates close to 1%. We also evaluate recent backdoor detection methods specifically designed for LLMs and applicable for identifying poisoned responses in RAG. The results demonstrate that our approach significantly surpasses them. ","This study introduces RevPRAG, a detection pipeline leveraging LLM activations to identify RAG poisoning attacks, achieving 98% true positive rate and outperforming existing backdoor detection methods for LLMs on multiple benchmark datasets and RAG architectures."
"LPCI: Defining and Mitigating a Novel Vulnerability in Agentic AI Systems","https://scispace.com/paper/lpci-defining-and-mitigating-a-novel-vulnerability-in-70t2bt6nwn0f","2025","Journal Article","","Hammad Atta
Yasir Mehmood
Muhammad Zeeshan Baig
Muhammad Aziz Ul Haq
Kecan Huang
Nadeem Shahzad","10.20944/preprints202509.0447.v1","","This paper introduces Logic-layer Prompt Control Injection (LPCI), a novel vulnerability class that exploits persistent memory and execution pathways in Large Language Models (LLMs). Unlike surface-level injections, LPCI operations embed malicious logic within vector stores, retrieval systems, and tool outputs, allowing payloads to remain dormant and execute contextually upon later activation. We formalize the LPCI attack through a six-stage lifecycle (reconnaissance, injection, trigger execution, persistence, evasion, and trace tampering). The feasibility and severity of LPCI are demonstrated through a large-scale empirical evaluation of over 1,700 adversarial trials across five major LLM platforms, revealing a cross-platform attack success rate of 43\%. Targeted demonstrations on production systems further confirm critical vulnerabilities in memory retention and logic mediation. To mitigate these vulnerabilities, we further propose the Qorvex Security AI Framework (QSAF), a defense-in-depth architecture that integrates runtime memory validation, cryptographic tool attestation, and context-aware filtering. The implementation of QSAF in our tests reduced the LPCI attack success rate from 43\% to 5.3\%. Our findings necessitate a paradigm shift from static input-output filtering toward runtime enforcement of logic-layer integrity to secure next-generation AI systems. ","Researchers introduce LPCI, a novel vulnerability in Large Language Models, exploiting persistent memory and execution pathways, and propose Qorvex Security AI Framework (QSAF) to mitigate it, reducing attack success rate from 43% to 5.3% in empirical evaluations."
"The Hidden Threat in Plain Text: Attacking RAG Data Loaders","https://scispace.com/paper/the-hidden-threat-in-plain-text-attacking-rag-data-loaders-5oa8qkuoh0h0","2025","Journal Article","arXiv.org","Alberto Castagnaro
Umberto Salviati
Mauro Conti
Luca Pajola
Simeone Pizzi","10.48550/arxiv.2507.05093","https://scispace.compdf/the-hidden-threat-in-plain-text-attacking-rag-data-loaders-5oa8qkuoh0h0.pdf","Large Language Models (LLMs) have transformed human-machine interaction since ChatGPT's 2022 debut, with Retrieval-Augmented Generation (RAG) emerging as a key framework that enhances LLM outputs by integrating external knowledge. However, RAG's reliance on ingesting external documents introduces new vulnerabilities. This paper exposes a critical security gap at the data loading stage, where malicious actors can stealthily corrupt RAG pipelines by exploiting document ingestion. We propose a taxonomy of 9 knowledge-based poisoning attacks and introduce two novel threat vectors -- Content Obfuscation and Content Injection -- targeting common formats (DOCX, HTML, PDF). Using an automated toolkit implementing 19 stealthy injection techniques, we test five popular data loaders, finding a 74.4% attack success rate across 357 scenarios. We further validate these threats on six end-to-end RAG systems -- including white-box pipelines and black-box services like NotebookLM and OpenAI Assistants -- demonstrating high success rates and critical vulnerabilities that bypass filters and silently compromise output integrity. Our results emphasize the urgent need to secure the document ingestion process in RAG systems against covert content manipulations.","This paper reveals a critical security gap in Retrieval-Augmented Generation (RAG) data loaders, exposing 9 knowledge-based poisoning attacks and achieving a 74.4% attack success rate across 357 scenarios, compromising output integrity in popular RAG systems."
"SeCon-RAG: A Two-Stage Semantic Filtering and Conflict-Free Framework for Trustworthy RAG","https://scispace.com/paper/secon-rag-a-two-stage-semantic-filtering-and-conflict-free-lql9k4ao5lop","2025","Journal Article","","Si, Xiaonan
Zhu Meilin
Qin Simeng
Yu, Lijia
Zhang, Lijun
Li Xinfeng
Duan, Ranjie
Liu Yang
Jia Xiaojun","10.48550/arxiv.2510.09710","","Retrieval-augmented generation (RAG) systems enhance large language models (LLMs) with external knowledge but are vulnerable to corpus poisoning and contamination attacks, which can compromise output integrity. Existing defenses often apply aggressive filtering, leading to unnecessary loss of valuable information and reduced reliability in generation. To address this problem, we propose a two-stage semantic filtering and conflict-free framework for trustworthy RAG. In the first stage, we perform a joint filter with semantic and cluster-based filtering which is guided by the Entity-intent-relation extractor (EIRE). EIRE extracts entities, latent objectives, and entity relations from both the user query and filtered documents, scores their semantic relevance, and selectively adds valuable documents into the clean retrieval database. In the second stage, we proposed an EIRE-guided conflict-aware filtering module, which analyzes semantic consistency between the query, candidate answers, and retrieved knowledge before final answer generation, filtering out internal and external contradictions that could mislead the model. Through this two-stage process, SeCon-RAG effectively preserves useful knowledge while mitigating conflict contamination, achieving significant improvements in both generation robustness and output trustworthiness. Extensive experiments across various LLMs and datasets demonstrate that the proposed SeCon-RAG markedly outperforms state-of-the-art defense methods. ","SeCon-RAG proposes a two-stage framework for trustworthy Retrieval-Augmented Generation (RAG) systems, combining semantic and cluster-based filtering with conflict-aware analysis to preserve valuable knowledge, mitigate contamination, and improve output trustworthiness and robustness."
"TrustRAG: Enhancing Robustness and Trustworthiness in RAG","https://scispace.com/paper/trustrag-enhancing-robustness-and-trustworthiness-in-rag-eop8nws3b2b1","2025","Journal Article","","Huichi Zhou
Zhonghao Zhan
Zhenhao Li
Hamed Haddadi
Emine Yilmaz","10.32388/z4dwhq","","Retrieval-Augmented Generation (RAG) systems enhance large language models (LLMs) by integrating external knowledge sources, enabling more accurate and contextually relevant responses tailored to user queries. However, these systems remain vulnerable to corpus poisoning attacks that can significantly degrade LLM performance through the injection of malicious content. To address these challenges, we propose TrustRAG, a robust framework that systematically filters compromised and irrelevant contents before they are retrieved for generation. Our approach implements a two-stage defense mechanism: At the first stage, it employs K-means clustering to identify potential attack patterns in retrieved documents using cosine similarity and ROUGE metrics as guidance, effectively isolating suspicious content. Secondly, it performs a self-assessment which detects malicious documents and resolves discrepancies between the model’s internal knowledge and external information. TrustRAG functions as a plug-and-play, training-free module that integrates seamlessly with any language model, whether open or closed-source. In addition, TrustRAG maintains high contextual relevance while strengthening defenses against corpus poisoning attacks. Through extensive experimental validation, we demonstrate that TrustRAG delivers substantial improvements in retrieval accuracy, efficiency, and attack resistance compared to existing approaches across multiple model architectures and datasets. We have made TrustRAG available as open-source software at https://github.com/HuichiZhou/TrustRAG. ","TrustRAG, a robust framework, enhances Retrieval-Augmented Generation (RAG) systems by filtering compromised content through K-means clustering and self-assessment, improving retrieval accuracy, efficiency, and attack resistance against corpus poisoning attacks."
"Backdoored Retrievers for Prompt Injection Attacks on Retrieval
  Augmented Generation of Large Language Models","https://scispace.com/paper/backdoored-retrievers-for-prompt-injection-attacks-on-6rmikswq97xc","2024","Journal Article","","Cody Clop
Yannick Teglia","10.48550/arxiv.2410.14479","https://scispace.compdf/backdoored-retrievers-for-prompt-injection-attacks-on-6rmikswq97xc.pdf","Large Language Models (LLMs) have demonstrated remarkable capabilities in generating coherent text but remain limited by the static nature of their training data. Retrieval Augmented Generation (RAG) addresses this issue by combining LLMs with up-to-date information retrieval, but also expand the attack surface of the system. This paper investigates prompt injection attacks on RAG, focusing on malicious objectives beyond misinformation, such as inserting harmful links, promoting unauthorized services, and initiating denial-of-service behaviors. We build upon existing corpus poisoning techniques and propose a novel backdoor attack aimed at the fine-tuning process of the dense retriever component. Our experiments reveal that corpus poisoning can achieve significant attack success rates through the injection of a small number of compromised documents into the retriever corpus. In contrast, backdoor attacks demonstrate even higher success rates but necessitate a more complex setup, as the victim must fine-tune the retriever using the attacker poisoned dataset. ","This paper investigates prompt injection attacks on Retrieval Augmented Generation (RAG) systems, proposing a novel backdoor attack on the dense retriever component to inject malicious objectives, such as harmful links and unauthorized services, with high success rates."
"NeuroGenPoisoning: Neuron-Guided Attacks on Retrieval-Augmented Generation of LLM via Genetic Optimization of External Knowledge","https://scispace.com/paper/neurogenpoisoning-neuron-guided-attacks-on-retrieval-90s6r88ewt5j","2025","Journal Article","","ZHU HANYU
Fiondella Lance
Yuan Jiawei
Zeng Kai
Jiao Long","10.48550/arxiv.2510.21144","","Retrieval-Augmented Generation (RAG) empowers Large Language Models (LLMs) to dynamically integrate external knowledge during inference, improving their factual accuracy and adaptability. However, adversaries can inject poisoned external knowledge to override the model's internal memory. While existing attacks iteratively manipulate retrieval content or prompt structure of RAG, they largely ignore the model's internal representation dynamics and neuron-level sensitivities. The underlying mechanism of RAG poisoning has not been fully studied and the effect of knowledge conflict with strong parametric knowledge in RAG is not considered. In this work, we propose NeuroGenPoisoning, a novel attack framework that generates adversarial external knowledge in RAG guided by LLM internal neuron attribution and genetic optimization. Our method first identifies a set of Poison-Responsive Neurons whose activation strongly correlates with contextual poisoning knowledge. We then employ a genetic algorithm to evolve adversarial passages that maximally activate these neurons. Crucially, our framework enables massive-scale generation of effective poisoned RAG knowledge by identifying and reusing promising but initially unsuccessful external knowledge variants via observed attribution signals. At the same time, Poison-Responsive Neurons guided poisoning can effectively resolves knowledge conflict. Experimental results across models and datasets demonstrate consistently achieving high Population Overwrite Success Rate (POSR) of over 90% while preserving fluency. Empirical evidence shows that our method effectively resolves knowledge conflict. ",""
"DRAINCODE: Stealthy Energy Consumption Attacks on Retrieval-Augmented Code Generation via Context Poisoning","https://scispace.com/paper/draincode-stealthy-energy-consumption-attacks-on-retrieval-64eefuzr2kac","2026","Journal Article","","Yanlin Wang
Jiadong Wu
Tianyue Jiang
Mingwei Liu
Ting Chen
Chong Wang
Ensheng Shi
Xilin Liu
Yuchi Ma
Zibin Zheng","10.48550/arxiv.2601.20615","","Large language models (LLMs) have demonstrated impressive capabilities in code generation by leveraging retrieval-augmented generation (RAG) methods. However, the computational costs associated with LLM inference, particularly in terms of latency and energy consumption, have received limited attention in the security context. This paper introduces DrainCode, the first adversarial attack targeting the computational efficiency of RAG-based code generation systems. By strategically poisoning retrieval contexts through a mutation-based approach, DrainCode forces LLMs to produce significantly longer outputs, thereby increasing GPU latency and energy consumption. We evaluate the effectiveness of DrainCode across multiple models. Our experiments show that DrainCode achieves up to an 85% increase in latency, a 49% increase in energy consumption, and more than a 3x increase in output length compared to the baseline. Furthermore, we demonstrate the generalizability of the attack across different prompting strategies and its effectiveness compared to different defenses. The results highlight DrainCode as a potential method for increasing the computational overhead of LLMs, making it useful for evaluating LLM security in resource-constrained environments. We provide code and data at https://github.com/DeepSoftwareAnalytics/DrainCode. ","This paper introduces DrainCode, a stealthy attack that increases GPU latency and energy consumption of retrieval-augmented code generation systems by 85% and 49%, respectively, through context poisoning, making it a potential method for evaluating LLM security in resource-constrained environments."
"A Few Words Can Distort Graphs: Knowledge Poisoning Attacks on Graph-based Retrieval-Augmented Generation of Large Language Models","https://scispace.com/paper/a-few-words-can-distort-graphs-knowledge-poisoning-attacks-dhxur5lrcopi","2025","Journal Article","arXiv.org","Jiayi Wen
Tianxin Chen
Zhirun Zheng
Cheng Huang","10.48550/arxiv.2508.04276","https://scispace.compdf/a-few-words-can-distort-graphs-knowledge-poisoning-attacks-dhxur5lrcopi.pdf","Graph-based Retrieval-Augmented Generation (GraphRAG) has recently emerged as a promising paradigm for enhancing large language models (LLMs) by converting raw text into structured knowledge graphs, improving both accuracy and explainability. However, GraphRAG relies on LLMs to extract knowledge from raw text during graph construction, and this process can be maliciously manipulated to implant misleading information. Targeting this attack surface, we propose two knowledge poisoning attacks (KPAs) and demonstrate that modifying only a few words in the source text can significantly change the constructed graph, poison the GraphRAG, and severely mislead downstream reasoning. The first attack, named Targeted KPA (TKPA), utilizes graph-theoretic analysis to locate vulnerable nodes in the generated graphs and rewrites the corresponding narratives with LLMs, achieving precise control over specific question-answering (QA) outcomes with a success rate of 93.1\%, while keeping the poisoned text fluent and natural. The second attack, named Universal KPA (UKPA), exploits linguistic cues such as pronouns and dependency relations to disrupt the structural integrity of the generated graph by altering globally influential words. With fewer than 0.05\% of full text modified, the QA accuracy collapses from 95\% to 50\%. Furthermore, experiments show that state-of-the-art defense methods fail to detect these attacks, highlighting that securing GraphRAG pipelines against knowledge poisoning remains largely unexplored.","Researchers propose two knowledge poisoning attacks (KPAs) on GraphRAG, a paradigm for enhancing large language models, demonstrating that modifying a few words can significantly alter constructed graphs, mislead downstream reasoning, and evade state-of-the-art defense methods."
"DrainCode: Stealthy Energy Consumption Attacks on Retrieval-Augmented Code Generation via Context Poisoning","https://scispace.com/paper/draincode-stealthy-energy-consumption-attacks-on-retrieval-zpqr3gp6aqf1","2025","Journal Article","","Yuyi Wang
Jiadong Wu
Tianyue Jiang
Mingwei Liu
Ting Chen
Chenyu Wang
Ensheng Shi
Xilin Liu
Yuchi Ma
Zibin Zheng","10.1109/ase63991.2025.00070","","Large language models (LLMs) have demonstrated impressive capabilities in code generation, by leveraging retrieval-augmented generation (RAG) methods. However, the computational costs associated with LLM inference, particularly in terms of latency and energy consumption, have received limited attention in the security context. This paper introduces DrainCode, the first adversarial attack targeting the computational efficiency of RAG-based code generation systems. By strategically poisoning retrieval contexts through mutation-based approach, DrainCode forces LLMs to produce significantly longer outputs, thereby increasing GPU latency and energy consumption. We evaluate the effectiveness of DrainCode across multiple models. Our experiments show that DrainCode achieves up to a 85% increase in latency, a 49% increase in energy consumption, and more than a 3× increase in output length compared to the baseline. Furthermore, we demonstrate the generalizability of the attack across different prompting strategies and its effectiveness compared to different defenses. The results highlight DrainCode as a potential method for increasing the computational overhead of LLMs, making it useful for evaluating LLM security in resource-constrained environments. We provide code and data at https://github.com/DeepSoftwareAnalytics/DrainCode. ","""DrainCode, a context poisoning attack, increases GPU latency and energy consumption of retrieval-augmented code generation systems by 85% and 49%, respectively, by forcing LLMs to produce longer outputs, highlighting a potential security vulnerability in LLMs."""
"Flooding Spread of Manipulated Knowledge in LLM-Based Multi-Agent Communities","https://scispace.com/paper/flooding-spread-of-manipulated-knowledge-in-llm-based-multi-5engbfoxm5kg","2024","Journal Article","","Tianjie Ju
Yiting Wang
Yi Hua
Xinbei Ma
Pengzhou Cheng
Haodong Zhao
Yulong Wang
Lifeng Liu
Jian Xie
Zhuosheng Zhang
Gongshen Liu","10.21203/rs.3.rs-5292520/v1","","<title>Abstract</title> The rapid adoption of large language models (LLMs) in multi-agent systems has highlighted their impressive capabilities in various applications. However, the security implications of these LLM-based multi-agent systems have not been thoroughly investigated, particularly concerning the spread of manipulated knowledge. In this paper, we aim to understand the security vulnerabilities associated with LLM-based multi-agent systems. We design a novel two-stage attack methodology, consisting of Persuasiveness Injection and Manipulated Knowledge Injection, to investigate the potential for manipulated knowledge to permeate trusted third-party platforms without explicit adversarial prompt attack. Through extensive experiments, we demonstrate that our attack method can successfully induce LLM-based agents to spread both counterfactual and toxic knowledge without degrading their foundational capabilities during agent communication. Furthermore, we show that these manipulations can persist through popular retrieval-augmented generation (RAG) frameworks, where several benign agents store and retrieve manipulated chat histories for future interactions. To mitigate the potential risk, we propose two defense strategies by designing system prompts to encourage agents to critically verify the knowledge they share and incorporating supervisory agents to oversee interactions. Results demonstrate that those strategies can effectively reduce the spread success rate. This work highlights the critical vulnerabilities inherent in LLM-based multi-agent communities and calls for the urgent need for platforms to swiftly adopt targeted defenses against manipulated knowledge spread. Results demonstrate that even these straightforward strategies can significantly reduce the spread success rate, which calls for platforms to swiftly adopt targeted, cost-effective measures to prevent the spread of manipulated knowledge. ","This study investigates the spread of manipulated knowledge in LLM-based multi-agent systems, designing a novel two-stage attack methodology that successfully induces agents to spread counterfactual and toxic knowledge, highlighting critical vulnerabilities and proposing defense strategies to mitigate the risk."
