"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"Indirect Prompt Injections: Are Firewalls All You Need, or Stronger Benchmarks?","https://scispace.com/paper/indirect-prompt-injections-are-firewalls-all-you-need-or-0cpk8nsxvza2","2025","Journal Article","","Kasa, Kevin
Huang, Gabriel
Rish, Irina
Taylor, Graham W.
Dvijotham, Krishnamurthy DJ
Lacoste, Alexandre","10.48550/arxiv.2510.05244","https://scispace.compdf/indirect-prompt-injections-are-firewalls-all-you-need-or-0cpk8nsxvza2.pdf","AI agents are vulnerable to indirect prompt injection attacks, where malicious instructions embedded in external content or tool outputs cause unintended or harmful behavior. Inspired by the well-established concept of firewalls, we show that a simple, modular and model-agnostic defense operating at the agent--tool interface achieves perfect security (0% or the lowest possible attack success rate) with high utility (task success rate) across four public benchmarks: AgentDojo, Agent Security Bench, InjecAgent and tau-Bench, while achieving a state-of-the-art security-utility tradeoff compared to prior results. Specifically, we employ a defense based on two firewalls: a Tool-Input Firewall (Minimizer) and a Tool-Output Firewall (Sanitizer). Unlike prior complex approaches, this firewall defense makes minimal assumptions on the agent and can be deployed out-of-the-box, while maintaining strong performance without compromising utility. However, our analysis also reveals critical limitations in these existing benchmarks, including flawed success metrics, implementation bugs, and most importantly, weak attacks, hindering significant progress in the field. To foster more meaningful progress, we present targeted fixes to these issues for AgentDojo and Agent Security Bench while proposing best-practices for more robust benchmark design. Further, we demonstrate that although these firewalls push the state-of-the-art on existing benchmarks, it is still possible to bypass them in practice, underscoring the need to incorporate stronger attacks in security benchmarks. Overall, our work shows that existing agentic security benchmarks are easily saturated by a simple approach and highlights the need for stronger agentic security benchmarks with carefully chosen evaluation metrics and strong adaptive attacks. ",""
"Prompt Injection Attacks on Agentic Coding Assistants: A Systematic Analysis of Vulnerabilities in Skills, Tools, and Protocol Ecosystems","https://scispace.com/paper/prompt-injection-attacks-on-agentic-coding-assistants-a-vpynnq89e8je","2026","Journal Article","","Narek Maloyan
Dmitry Namiot","10.48550/arxiv.2601.17548","","The proliferation of agentic AI coding assistants, including Claude Code, GitHub Copilot, Cursor, and emerging skill-based architectures, has fundamentally transformed software development workflows. These systems leverage Large Language Models (LLMs) integrated with external tools, file systems, and shell access through protocols like the Model Context Protocol (MCP). However, this expanded capability surface introduces critical security vulnerabilities. In this \textbf{Systematization of Knowledge (SoK)} paper, we present a comprehensive analysis of prompt injection attacks targeting agentic coding assistants. We propose a novel three-dimensional taxonomy categorizing attacks across \textit{delivery vectors}, \textit{attack modalities}, and \textit{propagation behaviors}. Our meta-analysis synthesizes findings from 78 recent studies (2021--2026), consolidating evidence that attack success rates against state-of-the-art defenses exceed 85\% when adaptive attack strategies are employed. We systematically catalog 42 distinct attack techniques spanning input manipulation, tool poisoning, protocol exploitation, multimodal injection, and cross-origin context poisoning. Through critical analysis of 18 defense mechanisms reported in prior work, we identify that most achieve less than 50\% mitigation against sophisticated adaptive attacks. We contribute: (1) a unified taxonomy bridging disparate attack classifications, (2) the first systematic analysis of skill-based architecture vulnerabilities with concrete exploit chains, and (3) a defense-in-depth framework grounded in the limitations we identify. Our findings indicate that the security community must treat prompt injection as a first-class vulnerability class requiring architectural-level mitigations rather than ad-hoc filtering approaches. ","This systematic analysis of prompt injection attacks on agentic coding assistants reveals 42 distinct attack techniques, exceeding 85% success rates against state-of-the-art defenses, highlighting the need for architectural-level mitigations to address this critical vulnerability class."
"CommandSans: Securing AI Agents with Surgical Precision Prompt Sanitization","https://scispace.com/paper/commandsans-securing-ai-agents-with-surgical-precision-bgcmgtshns17","2025","Journal Article","","Das, Debeshee
Beurer-Kellner, Luca
Fischer, Marc
Baader, Maximilian","10.48550/arxiv.2510.08829","","The increasing adoption of LLM agents with access to numerous tools and sensitive data significantly widens the attack surface for indirect prompt injections. Due to the context-dependent nature of attacks, however, current defenses are often ill-calibrated as they cannot reliably differentiate malicious and benign instructions, leading to high false positive rates that prevent their real-world adoption. To address this, we present a novel approach inspired by the fundamental principle of computer security: data should not contain executable instructions. Instead of sample-level classification, we propose a token-level sanitization process, which surgically removes any instructions directed at AI systems from tool outputs, capturing malicious instructions as a byproduct. In contrast to existing safety classifiers, this approach is non-blocking, does not require calibration, and is agnostic to the context of tool outputs. Further, we can train such token-level predictors with readily available instruction-tuning data only, and don't have to rely on unrealistic prompt injection examples from challenges or of other synthetic origin. In our experiments, we find that this approach generalizes well across a wide range of attacks and benchmarks like AgentDojo, BIPIA, InjecAgent, ASB and SEP, achieving a 7-10x reduction of attack success rate (ASR) (34% to 3% on AgentDojo), without impairing agent utility in both benign and malicious settings. ",""
"Unveiling Security Vulnerabilities in Agentic AI: Threat Modeling, Exploits, and Mitigation Strategies","https://scispace.com/paper/unveiling-security-vulnerabilities-in-agentic-ai-threat-3zmccp364sjg","2025","Journal Article","International Journal of Advanced Research in Electrical, Electronics and Instrumentation Energy","","10.15662/ijareeie.2025.1408013","","Agents that can reason and make choices on their own without human intervention, use instruments, and plan multiple steps of action have recently spread at an alarming pace, carrying along with them not only new capabilities but also security risks. Security vulnerabilities in the design of Agentic AI systems are explored in this paper. These include vulnerabilities that can be exploited by prompt injection, tool abuse, context hijacking and selfdriving policy manipulation. Threat modeling, red teaming, and simulative penetration testing were all parts of the hybrid approach. The simulated AI settings were created to be self-sufficient and capable of carrying out tasks like processing files, making API calls or decision trees. The paper went on to propose the concept of adversarial objects as a method of probing for vulnerabilities in the aspects of data leakage, illegal command execution, and aim mismatch. The results show that external API abuse was possible in 64% of the cases and indirect prompt injection was possible in 72% of the considered Agentic AI runs. Also, current safety guardrails failed as agents went down wrong execution paths in 58% of cases despite early detection of abnormal behavior. The results indicate that adaptive security policies, effective memory management and safe agent orchestration mechanisms are equally important at the agent planning level rather than just at the interface level. After that, the research classifies the major weaknesses and provides ways to correct the Agentic AI Tombs. According to the report, adversarial stress testing should be a proactive step during the deployment of agentic AI, and ongoing adversarial stress testing is needed to ensure a secure pipeline. ",""
"AI Agents Under Threat: A Survey of Key Security Challenges and Future
  Pathways","https://scispace.com/paper/ai-agents-under-threat-a-survey-of-key-security-challenges-3phg4m2tnw","2024","Journal Article","","Zhongqi Deng
Yabing Guo
Changzhou Han
Wanlun Ma
Junwu Xiong
Sheng Wen
Yang Xiang","10.48550/arxiv.2406.02630","https://scispace.compdf/ai-agents-under-threat-a-survey-of-key-security-challenges-3phg4m2tnw.pdf","An Artificial Intelligence (AI) agent is a software entity that autonomously performs tasks or makes decisions based on pre-defined objectives and data inputs. AI agents, capable of perceiving user inputs, reasoning and planning tasks, and executing actions, have seen remarkable advancements in algorithm development and task performance. However, the security challenges they pose remain under-explored and unresolved. This survey delves into the emerging security threats faced by AI agents, categorizing them into four critical knowledge gaps: unpredictability of multi-step user inputs, complexity in internal executions, variability of operational environments, and interactions with untrusted external entities. By systematically reviewing these threats, this paper highlights both the progress made and the existing limitations in safeguarding AI agents. The insights provided aim to inspire further research into addressing the security threats associated with AI agents, thereby fostering the development of more robust and secure AI agent applications. ","This survey identifies four key security challenges in AI agents: unpredictability of user inputs, internal complexity, variable operational environments, and interactions with untrusted entities, highlighting the need for robust security measures to safeguard AI applications."
"Securing Agentic AI: A Comprehensive Threat Analysis of Model Context Protocol Systems with Layered Defense Strategies","https://scispace.com/paper/securing-agentic-ai-a-comprehensive-threat-analysis-of-model-gw8ahjp5bjh3","2025","Repository","","Shruti Lohani","10.20944/preprints202510.2087.v1","","The rise of agentic artificial intelligence, powered by the Model Context Protocol (MCP), creates a complex and evolving security landscape. This article presents a comprehensive analysis of the MCP threat ecosystem through a structured five-layer architectural model: Prompt \&amp;amp; Reasoning, Tool \&amp;amp; Supply Chain, Execution \&amp;amp; Configuration, Protocol \&amp;amp; Network, and Data \&amp;amp; Telemetry. We examine over twenty distinct attack vectors ranging from well-documented prompt injection to novel threats like composability chaining and MCP sampling manipulation, and their manifestations across each architectural layer. Drawing from recent security research by Microsoft, CyberArk, Palo Alto Networks, and others, we analyze real-world vulnerabilities including CVE-2025-32711 (EchoLeak) and CVE-2025-6514 to demonstrate how traditional attack vectors evolve in agentic environments. We present actionable defense strategies, highlighting how modern frameworks like Strands Agents provide essential security controls through identity management, comprehensive observability, and zero-trust tool execution architectures for building secure, observable, and resilient agentic systems. ",""
"Cybersecurity for AI Systems: A Survey","https://scispace.com/paper/cybersecurity-for-ai-systems-a-survey-7ndjhplz","2023","Journal Article","Journal of cybersecurity and privacy","Raghvinder S. Sangwan
Youakim Badr
Satish M. Srinivasan","10.3390/jcp3020010","https://scispace.com/pdf/cybersecurity-for-ai-systems-a-survey-7ndjhplz.pdf","Recent advances in machine learning have created an opportunity to embed artificial intelligence in software-intensive systems. These artificial intelligence systems, however, come with a new set of vulnerabilities making them potential targets for cyberattacks. This research examines the landscape of these cyber attacks and organizes them into a taxonomy. It further explores potential defense mechanisms to counter such attacks and the use of these mechanisms early during the development life cycle to enhance the safety and security of artificial intelligence systems.","The authors examines the landscape of cyber attacks and organizes them into a taxonomy, and explores potential defense mechanisms to counter such attacks and the use of these mechanisms early during the development life cycle to enhance the safety and security of artificial intelligence systems."
"AI Agents under Threat: A Survey of Key Security Challenges and Future Pathways","https://scispace.com/paper/ai-agents-under-threat-a-survey-of-key-security-challenges-q7pg4j0jd79x","","","","Zehang Deng
Yongjian Guo
Changzhou Han
Wanlun Ma
Junwu Xiong
Sheng Wen
Yang Xiang","10.1145/3716628","","An Artificial Intelligence (AI) agent is a software entity that autonomously performs tasks or makes decisions based on pre-defined objectives and data inputs. AI agents, capable of perceiving user inputs, reasoning and planning tasks, and executing actions, have seen remarkable advancements in algorithm development and task performance. However, the security challenges they pose remain under-explored and unresolved. This survey delves into the emerging security threats faced by AI agents, categorizing them into four critical knowledge gaps: unpredictability of multi-step user inputs, complexity in internal executions, variability of operational environments, and interactions with untrusted external entities. By systematically reviewing these threats, this paper highlights both the progress made and the existing limitations in safeguarding AI agents. The insights provided aim to inspire further research into addressing the security threats associated with AI agents, thereby fostering the development of more robust and secure AI agent applications.","This survey identifies four key security challenges in AI agents: unpredictability of user inputs, internal execution complexity, variable operational environments, and interactions with untrusted entities, highlighting the need for robust security measures to safeguard AI applications."
"The Comprehensive Review on Prompt Injection Attacks and Defense Mechanisms in Large Language Models","https://scispace.com/paper/the-comprehensive-review-on-prompt-injection-attacks-and-0yst5llfwzpp","2025","Journal Article","Science and technology of engineering, chemistry and environmental protection","Qingtian Wang","10.61173/390f5h97","","This review analyzes prompt injection attacks in large language models (LLMs) from 2019 to 2025, addressing critical security challenges as models like ChatGPT proliferate across sectors. We synthesize advances in detection, classification, and mitigation strategies, proposing a tripartite framework categorizing attacks by vector (text/image/speech), mechanism (semantic manipulation, resource exploitation), and impact (data breaches, privacy theft). Key attack vectors include the GCG algorithm, DAN jailbreaks, and resource-exhaustion tactics (e.g., Engorgio). Current defenses are evaluated for efficacy, highlighting scalability gaps and trade-offs between security and model utility. Future priorities include adaptive defense systems leveraging reinforcement learning, interdisciplinary collaboration to address ethical-technical intersections, and open threat intelligence networks for proactive vulnerability management. This work equips researchers and practitioners with actionable strategies to secure LLM ecosystems against evolving adversarial threats. ","This review synthesizes advances in detecting and mitigating prompt injection attacks in large language models, proposing a tripartite framework and evaluating current defenses, highlighting scalability gaps and future priorities for adaptive defense systems and open threat intelligence networks."
"AgentDojo: A Dynamic Environment to Evaluate Attacks and Defenses for
  LLM Agents","https://scispace.com/paper/agentdojo-a-dynamic-environment-to-evaluate-attacks-and-4201ufpfov","2024","Preprint","","Edoardo Debenedetti
Jie Zhang
Mislav Balunović
Luca Beurer-Kellner
M. Fischer
Florian Tramèr","10.48550/arxiv.2406.13352","https://scispace.compdf/agentdojo-a-dynamic-environment-to-evaluate-attacks-and-4201ufpfov.pdf","AI agents aim to solve complex tasks by combining text-based reasoning with external tool calls. Unfortunately, AI agents are vulnerable to prompt injection attacks where data returned by external tools hijacks the agent to execute malicious tasks. To measure the adversarial robustness of AI agents, we introduce AgentDojo, an evaluation framework for agents that execute tools over untrusted data. To capture the evolving nature of attacks and defenses, AgentDojo is not a static test suite, but rather an extensible environment for designing and evaluating new agent tasks, defenses, and adaptive attacks. We populate the environment with 97 realistic tasks (e.g., managing an email client, navigating an e-banking website, or making travel bookings), 629 security test cases, and various attack and defense paradigms from the literature. We find that AgentDojo poses a challenge for both attacks and defenses: state-of-the-art LLMs fail at many tasks (even in the absence of attacks), and existing prompt injection attacks break some security properties but not all. We hope that AgentDojo can foster research on new design principles for AI agents that solve common tasks in a reliable and robust manner. We release the code for AgentDojo at https://github.com/ethz-spylab/agentdojo. ","AgentDojo is an extensible environment for evaluating attacks and defenses for LLM agents that execute tools over untrusted data. It includes a large set of tasks, test cases, and attacks and defenses."
"FinVault: Benchmarking Financial Agent Safety in Execution-Grounded Environments","https://scispace.com/paper/finvault-benchmarking-financial-agent-safety-in-execution-d3yqeyf7r2ol","2026","Journal Article","","Zhi Yang
Runguo Li
Qiqi Qiang
Jiashun Wang
Fangqi Lou
Mingqun Li
Dongpo Cheng
Rui Xu
Heng Lian
Shuo Zhang
Xiaolong Liang
Xiaoming Huang
Zheng Wei
Zhaowei Liu
Xin Guo
Huacan Wang
Ronghao Chen
Liwen Zhang","10.48550/arxiv.2601.07853","","Financial agents powered by large language models (LLMs) are increasingly deployed for investment analysis, risk assessment, and automated decision-making, where their abilities to plan, invoke tools, and manipulate mutable state introduce new security risks in high-stakes and highly regulated financial environments. However, existing safety evaluations largely focus on language-model-level content compliance or abstract agent settings, failing to capture execution-grounded risks arising from real operational workflows and state-changing actions. To bridge this gap, we propose FinVault, the first execution-grounded security benchmark for financial agents, comprising 31 regulatory case-driven sandbox scenarios with state-writable databases and explicit compliance constraints, together with 107 real-world vulnerabilities and 963 test cases that systematically cover prompt injection, jailbreaking, financially adapted attacks, as well as benign inputs for false-positive evaluation. Experimental results reveal that existing defense mechanisms remain ineffective in realistic financial agent settings, with average attack success rates (ASR) still reaching up to 50.0\% on state-of-the-art models and remaining non-negligible even for the most robust systems (ASR 6.7\%), highlighting the limited transferability of current safety designs and the need for stronger financial-specific defenses. Our code can be found at https://github.com/aifinlab/FinVault. ","FinVault proposes an execution-grounded security benchmark for financial agents, revealing existing defense mechanisms' ineffectiveness in realistic settings, with average attack success rates up to 50% on state-of-the-art models, highlighting the need for stronger financial-specific defenses."
"WAInjectBench: Benchmarking Prompt Injection Detections for Web Agents","https://scispace.com/paper/wainjectbench-benchmarking-prompt-injection-detections-for-fsiwwh38lr0p","2025","Journal Article","","Liu Yinuo
Xu Ruohan
Wang Xilong
JIA Yuqi
Gong, Neil Zhenqiang","10.48550/arxiv.2510.01354","https://scispace.compdf/wainjectbench-benchmarking-prompt-injection-detections-for-fsiwwh38lr0p.pdf","Multiple prompt injection attacks have been proposed against web agents. At the same time, various methods have been developed to detect general prompt injection attacks, but none have been systematically evaluated for web agents. In this work, we bridge this gap by presenting the first comprehensive benchmark study on detecting prompt injection attacks targeting web agents. We begin by introducing a fine-grained categorization of such attacks based on the threat model. We then construct datasets containing both malicious and benign samples: malicious text segments generated by different attacks, benign text segments from four categories, malicious images produced by attacks, and benign images from two categories. Next, we systematize both text-based and image-based detection methods. Finally, we evaluate their performance across multiple scenarios. Our key findings show that while some detectors can identify attacks that rely on explicit textual instructions or visible image perturbations with moderate to high accuracy, they largely fail against attacks that omit explicit instructions or employ imperceptible perturbations. Our datasets and code are released at: https://github.com/Norrrrrrr-lyn/WAInjectBench. ",""
