"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"INFA-Guard: Mitigating Malicious Propagation via Infection-Aware Safeguarding in LLM-Based Multi-Agent Systems","https://scispace.com/paper/infa-guard-mitigating-malicious-propagation-via-infection-eg48uwx2y6c2","2026","Journal Article","","Yijin Zhou
Xiaoya Lu
Dongrui Liu
Junchi Yan
Jing Shao","10.48550/arxiv.2601.14667","","The rapid advancement of Large Language Model (LLM)-based Multi-Agent Systems (MAS) has introduced significant security vulnerabilities, where malicious influence can propagate virally through inter-agent communication. Conventional safeguards often rely on a binary paradigm that strictly distinguishes between benign and attack agents, failing to account for infected agents i.e., benign entities converted by attack agents. In this paper, we propose Infection-Aware Guard, INFA-Guard, a novel defense framework that explicitly identifies and addresses infected agents as a distinct threat category. By leveraging infection-aware detection and topological constraints, INFA-Guard accurately localizes attack sources and infected ranges. During remediation, INFA-Guard replaces attackers and rehabilitates infected ones, avoiding malicious propagation while preserving topological integrity. Extensive experiments demonstrate that INFA-Guard achieves state-of-the-art performance, reducing the Attack Success Rate (ASR) by an average of 33%, while exhibiting cross-model robustness, superior topological generalization, and high cost-effectiveness. ","This paper proposes INFA-Guard, a novel defense framework for LLM-based Multi-Agent Systems, that identifies and addresses infected agents as a distinct threat category, reducing Attack Success Rate by 33% through infection-aware detection and topological constraints."
"Flooding Spread of Manipulated Knowledge in LLM-Based Multi-Agent Communities","https://scispace.com/paper/flooding-spread-of-manipulated-knowledge-in-llm-based-multi-5engbfoxm5kg","2024","Journal Article","","Tianjie Ju
Yiting Wang
Yi Hua
Xinbei Ma
Pengzhou Cheng
Haodong Zhao
Yulong Wang
Lifeng Liu
Jian Xie
Zhuosheng Zhang
Gongshen Liu","10.21203/rs.3.rs-5292520/v1","","<title>Abstract</title> The rapid adoption of large language models (LLMs) in multi-agent systems has highlighted their impressive capabilities in various applications. However, the security implications of these LLM-based multi-agent systems have not been thoroughly investigated, particularly concerning the spread of manipulated knowledge. In this paper, we aim to understand the security vulnerabilities associated with LLM-based multi-agent systems. We design a novel two-stage attack methodology, consisting of Persuasiveness Injection and Manipulated Knowledge Injection, to investigate the potential for manipulated knowledge to permeate trusted third-party platforms without explicit adversarial prompt attack. Through extensive experiments, we demonstrate that our attack method can successfully induce LLM-based agents to spread both counterfactual and toxic knowledge without degrading their foundational capabilities during agent communication. Furthermore, we show that these manipulations can persist through popular retrieval-augmented generation (RAG) frameworks, where several benign agents store and retrieve manipulated chat histories for future interactions. To mitigate the potential risk, we propose two defense strategies by designing system prompts to encourage agents to critically verify the knowledge they share and incorporating supervisory agents to oversee interactions. Results demonstrate that those strategies can effectively reduce the spread success rate. This work highlights the critical vulnerabilities inherent in LLM-based multi-agent communities and calls for the urgent need for platforms to swiftly adopt targeted defenses against manipulated knowledge spread. Results demonstrate that even these straightforward strategies can significantly reduce the spread success rate, which calls for platforms to swiftly adopt targeted, cost-effective measures to prevent the spread of manipulated knowledge. ","This study investigates the spread of manipulated knowledge in LLM-based multi-agent systems, designing a novel two-stage attack methodology that successfully induces agents to spread counterfactual and toxic knowledge, highlighting critical vulnerabilities and proposing defense strategies to mitigate the risk."
"Exploring Vulnerabilities and Protections in Large Language Models: A
  Survey","https://scispace.com/paper/exploring-vulnerabilities-and-protections-in-large-language-44yolaqzca","2024","Preprint","","Frank Weizhen Liu
Chenhui Hu","10.48550/arxiv.2406.00240","https://scispace.compdf/exploring-vulnerabilities-and-protections-in-large-language-44yolaqzca.pdf","As Large Language Models (LLMs) increasingly become key components in various AI applications, understanding their security vulnerabilities and the effectiveness of defense mechanisms is crucial. This survey examines the security challenges of LLMs, focusing on two main areas: Prompt Hacking and Adversarial Attacks, each with specific types of threats. Under Prompt Hacking, we explore Prompt Injection and Jailbreaking Attacks, discussing how they work, their potential impacts, and ways to mitigate them. Similarly, we analyze Adversarial Attacks, breaking them down into Data Poisoning Attacks and Backdoor Attacks. This structured examination helps us understand the relationships between these vulnerabilities and the defense strategies that can be implemented. The survey highlights these security challenges and discusses robust defensive frameworks to protect LLMs against these threats. By detailing these security issues, the survey contributes to the broader discussion on creating resilient AI systems that can resist sophisticated attacks. ","The security vulnerabilities and protections in large language models are explored, focusing on Prompt Hacking and Adversarial Attacks. The survey discusses various types of attacks and defense strategies."
"Trust in LLM-controlled Robotics: a Survey of Security Threats, Defenses and Challenges","https://scispace.com/paper/trust-in-llm-controlled-robotics-a-survey-of-security-igjt5q7bbj2j","2025","Journal Article","","Xinyu Huang
Shyam Karthick V B
Taozhao Chen
Dr Mitch Bryson
Thomas Chaffey
Huaming Chen
Kim‐Kwang Raymond Choo
Ian R. Manchester","10.48550/arxiv.2601.02377","","The integration of Large Language Models (LLMs) into robotics has revolutionized their ability to interpret complex human commands and execute sophisticated tasks. However, such paradigm shift introduces critical security vulnerabilities stemming from the ''embodiment gap'', a discord between the LLM's abstract reasoning and the physical, context-dependent nature of robotics. While security for text-based LLMs is an active area of research, existing solutions are often insufficient to address the unique threats for the embodied robotic agents, where malicious outputs manifest not merely as harmful text but as dangerous physical actions. In this work, we present a systematic survey, summarizing the emerging threat landscape and corresponding defense strategies for LLM-controlled robotics. Specifically, we discuss a comprehensive taxonomy of attack vectors, covering topics such as jailbreaking, backdoor attacks, and multi-modal prompt injection. In response, we analyze and categorize a range of defense mechanisms, from formal safety specifications and runtime enforcement to multi-LLM oversight and prompt hardening. Furthermore, we review key datasets and benchmarks used to evaluate the robustness of these embodied systems. By synthesizing current research, this work highlights the urgent need for context-aware security solutions and provides a foundational roadmap for the development of safe, secure, and reliable LLM-controlled robotics. ","This survey examines security threats, defenses, and challenges in LLM-controlled robotics, highlighting the ""embodiment gap"" and unique vulnerabilities, and presents a taxonomy of attack vectors and defense mechanisms for safe and secure robotic systems."
"Towards Safe LLMs Integration","https://scispace.com/paper/towards-safe-llms-integration-2suznyu9zs","2024","Book Chapter","","Subhabrata Majumdar
Terry Vogelsang","10.1007/978-3-031-54827-7_27","https://scispace.compdf/towards-safe-llms-integration-2suznyu9zs.pdf","Abstract LLMs face a critical vulnerability known as sandbox breakout, where attackers bypass the system designers’ limitations to prevent malicious access to the resources for which the LLM agent is a user interface. Thus, they can access the system and potentially steal data, change the interaction with other users, or inject malicious code or contents into underlying databases. Therefore, it is essential to identify and address vulnerabilities that could be exploited to break out of the sandbox. These vulnerabilities could exist in the sandbox, the operating system, or the LLM’s software dependencies. To mitigate the risk of LLM sandbox breakout, robust security measures, such as regular model updates, automated model red-teaming, testing, and access control policies, must be implemented. In addition, sandboxing should be enforced at multiple levels to reduce the attack surface and prevent attackers from accessing critical systems. By implementing these measures, the risk of LLM sandbox breakout can be significantly reduced, and the security and reliability of LLM-based applications can be improved. ","To mitigate the risk of LLM sandbox breakout, robust security measures and sandboxing techniques must be implemented."
"Tipping the Dominos: Topology-Aware Multi-Hop Attacks on LLM-Based Multi-Agent Systems","https://scispace.com/paper/tipping-the-dominos-topology-aware-multi-hop-attacks-on-llm-zvwolibpg5h7","2025","Journal Article","arXiv.org","Ruichao Liang
Le Yin
Jing Chen
Cong Wu
Xiaoyu Zhang
Huangpeng Gu
Zijian Zhang
Yang Liu","10.48550/arxiv.2512.04129","https://export.arxiv.org/pdf/2512.04129v1.pdf","LLM-based multi-agent systems (MASs) have reshaped the digital landscape with their emergent coordination and problem-solving capabilities. However, current security evaluations of MASs are still confined to limited attack scenarios, leaving their security issues unclear and likely underestimated. To fill this gap, we propose TOMA, a topology-aware multi-hop attack scheme targeting MASs. By optimizing the propagation of contamination within the MAS topology and controlling the multi-hop diffusion of adversarial payloads originating from the environment, TOMA unveils new and effective attack vectors without requiring privileged access or direct agent manipulation. Experiments demonstrate attack success rates ranging from 40% to 78% across three state-of-the-art MAS architectures: \textsc{Magentic-One}, \textsc{LangManus}, and \textsc{OWL}, and five representative topologies, revealing intrinsic MAS vulnerabilities that may be overlooked by existing research. Inspired by these findings, we propose a conceptual defense framework based on topology trust, and prototype experiments show its effectiveness in blocking 94.8% of adaptive and composite attacks.","Researchers propose TOMA, a topology-aware multi-hop attack scheme targeting LLM-based multi-agent systems, achieving 40-78% attack success rates across various architectures and topologies, highlighting intrinsic vulnerabilities and a conceptual defense framework."
"Security Concerns for Large Language Models: A Survey","https://scispace.com/paper/security-concerns-for-large-language-models-a-survey-8dpklfmzfby1","2025","Journal Article","arXiv.org","Miles Q. Li
Benjamin C. M. Fung","10.48550/arxiv.2505.18889","https://scispace.compdf/security-concerns-for-large-language-models-a-survey-8dpklfmzfby1.pdf","Large Language Models (LLMs) such as ChatGPT and its competitors have caused a revolution in natural language processing, but their capabilities also introduce new security vulnerabilities. This survey provides a comprehensive overview of these emerging concerns, categorizing threats into several key areas: prompt injection and jailbreaking; adversarial attacks, including input perturbations and data poisoning; misuse by malicious actors to generate disinformation, phishing emails, and malware; and the worrisome risks inherent in autonomous LLM agents. Recently, a significant focus is increasingly being placed on the latter, exploring goal misalignment, emergent deception, self-preservation instincts, and the potential for LLMs to develop and pursue covert, misaligned objectives, a behavior known as scheming, which may even persist through safety training. We summarize recent academic and industrial studies from 2022 to 2025 that exemplify each threat, analyze proposed defenses and their limitations, and identify open challenges in securing LLM-based applications. We conclude by emphasizing the importance of advancing robust, multi-layered security strategies to ensure LLMs are safe and beneficial.","This survey categorizes security threats in Large Language Models (LLMs) into prompt injection, adversarial attacks, misuse, and autonomous agent risks, summarizing recent studies and proposing defenses to ensure LLMs are safe and beneficial."
"Navigating Trust and Safety in Multi-Agent Reinforcement Learning: Attacks, Defenses, and Future Directions","https://scispace.com/paper/navigating-trust-and-safety-in-multi-agent-reinforcement-5syx2dqw9q8p","2024","Journal Article","International Journal of Scientific Research in Science and Technology","Divya Challa","10.32628/ijsrst2411448","","Multi-Agent Reinforcement Learning (MARL) is a key framework for building intelligent systems where multiple agents operate within a shared environment, with applications spanning autonomous driving, robotics, and distributed control systems. However, real-world deployment of MARL brings significant trust and safety challenges, as these systems are susceptible to a range of attacks that can compromise their robustness and reliability. This paper provides a comprehensive review of trust and safety attacks in MARL, categorizing various types of attacks and their implications. We explore existing defense mechanisms designed to mitigate these threats, highlighting their strengths and limitations. Additionally, we identify open challenges that remain unaddressed and propose potential future research directions to enhance the robustness and security of MARL systems. ","This paper reviews trust and safety attacks in Multi-Agent Reinforcement Learning (MARL), categorizes attack types, and evaluates defense mechanisms, highlighting open challenges and proposing future research directions to enhance MARL system robustness and security."
"Security and Privacy Challenges in Multi-Agent Language Model Ecosystems","https://scispace.com/paper/security-and-privacy-challenges-in-multi-agent-language-8i8ao5v625mu","2025","Journal Article","Advances in computational intelligence and robotics book series","Pawan Kumar Goel","10.4018/979-8-3373-1419-8.ch008","","The integration of multi-agent systems with language models is a significant area in artificial intelligence, enabling collaborative problem-solving and decision-making. However, this integration also presents security and privacy challenges, such as data leakage, adversarial attacks, and unauthorized access. Existing literature highlights these issues, such as the lack of robust frameworks for data integrity, the difficulty of balancing transparency with privacy, and the absence of mechanisms to detect and mitigate malicious agent behavior. To address these, a novel decentralized privacy-preserving framework is proposed, leveraging homomorphic encryption and differential privacy. Experimental results show that this framework reduces data leakage by 40% and improves adversarial attack resilience by 35% compared to existing methods, while maintaining high computational efficiency. This approach enhances security and privacy in multi-agent systems, setting a new benchmark for future research. ","This study addresses security and privacy challenges in multi-agent language model ecosystems, proposing a decentralized framework leveraging homomorphic encryption and differential privacy, which reduces data leakage by 40% and improves adversarial attack resilience by 35%."
"Mitigating the OWASP Top 10 For Large Language Models Applications using Intelligent Agents","https://scispace.com/paper/mitigating-the-owasp-top-10-for-large-language-models-2vao08e0qcae","2026","Journal Article","","Mohammad Fasha
Faisal Abul Rub
Nasim Matar
Bilal Sowan
Mohammad Al Khaldy","10.48550/arxiv.2601.18105","","Large Language Models (LLMs) have emerged as a transformative and disruptive technology, enabling a wide range of applications in natural language processing, machine translation, and beyond. However, this widespread integration of LLMs also raised several security concerns highlighted by the Open Web Application Security Project (OWASP), which has identified the top 10 security vulnerabilities inherent in LLM applications. Addressing these vulnerabilities is crucial, given the increasing reliance on LLMs and the potential threats to data integrity, confidentiality, and service availability. This paper presents a framework designed to mitigate the security risks outlined in the OWASP Top 10. Our proposed model leverages LLM-enabled intelligent agents, offering a new approach to proactively identify, assess, and counteract security threats in real-time. The proposed framework serves as an initial blueprint for future research and development, aiming to enhance the security measures of LLMs and protect against emerging threats in this rapidly evolving landscape. ","This paper proposes a framework using intelligent agents and Large Language Models to mitigate OWASP Top 10 security vulnerabilities, enhancing data integrity, confidentiality, and service availability in LLM applications, and serving as a blueprint for future research and development."
