"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Snippet","Abstract"
"Quantization-based Jailbreaking Vulnerability Analysis: A Study on Performance and Safety of the Llama3-8B-Instruct Model","https://scispace.com/paper/quantization-based-jailbreaking-vulnerability-analysis-a-ymg3gm5tpw3v","2025","Journal Article","IEEE Access","Jaesik Lee","10.1109/access.2025.3594287","https://ieeexplore.ieee.org/iel8/6287639/6514899/11105403.pdf","… mechanisms are often compromised by quantization-induced performance … safety evaluations in quantized LLM deployment. … de facto standard benchmark for LLM evaluation, this paper …","This study systematically investigates how quantization, a key technique for the efficient deployment of large language models (LLMs), affects model safety. We specifically focus on jailbreaking vulnerabilities that emerge when models are subjected to quantization, particularly in multilingual and tense-shifted scenarios. Using Llama3-8B-Instruct as a representative model, we evaluate 23 quantization levels across two languages and three tenses. Our experimental results reveal a critical trade-off: lower-bit quantization degrades the model’s core reasoning abilities, which directly correlates with a higher Attack Success Rate (ASR). Within this context, for the model tested, 4-bit quantization appears as a practical “sweet spot,” maintaining near-baseline performance while significantly reducing computational costs. However, even at this level, substantial vulnerabilities persist—Korean prompts exhibit attack success rates 25.5 percentage points higher than English, and past-tense transformations increase vulnerability by 39.3 percentage points. These findings highlight that safety mechanisms are often compromised by quantization-induced performance degradation and are biased toward English, present-tense prompts. Although this study has clear limitations, it provides the first quantitative analysis of these combined vulnerabilities, underscoring the need for more comprehensive safety evaluations in quantized LLM deployment."
"Adversarial Contrastive Learning for LLM Quantization Attacks","https://scispace.com/paper/adversarial-contrastive-learning-for-llm-quantization-au8quktwuwzr","2026","Journal Article","","D.-Y. Song
Zhiwei Xu
Hai Wan
Xibin Zhao
Pengfei Su
Dong Li","10.48550/arxiv.2601.02680","https://arxiv.org/pdf/2601.02680","… how zero-shot quantization methods can be exploited via adversarial contrastive learning, … This work mainly investigates three LLM attack scenarios via quantization attacks, including …","Model quantization is critical for deploying large language models (LLMs) on resource-constrained hardware, yet recent work has revealed severe security risks that benign LLMs in full precision may exhibit malicious behaviors after quantization. In this paper, we propose Adversarial Contrastive Learning (ACL), a novel gradient-based quantization attack that achieves superior attack effectiveness by explicitly maximizing the gap between benign and harmful responses probabilities. ACL formulates the attack objective as a triplet-based contrastive loss, and integrates it with a projected gradient descent two-stage distributed fine-tuning strategy to ensure stable and efficient optimization. Extensive experiments demonstrate ACL's remarkable effectiveness, achieving attack success rates of 86.00% for over-refusal, 97.69% for jailbreak, and 92.40% for advertisement injection, substantially outperforming state-of-the-art methods by up to 44.67%, 18.84%, and 50.80%, respectively. "
"What makes quantization for large language model hard? an empirical study from the lens of perturbation","https://scispace.com/paper/what-makes-quantization-for-large-language-model-hard-an-3wd5ogoptg","2024","Journal Article","","Zhuocheng Gong
Jiahao Liu
Jingang Wang
Xunliang Cai
Dongyan Zhao
Rui Yan","10.1609/aaai.v38i16.29765","https://ojs.aaai.org/index.php/AAAI/article/view/29765/31318","… experimenting with artificial perturbations, we can gain insights into the robustness of the LLM quantization method and identify potential areas for improvement. By using the lens of …","Quantization has emerged as a promising technique for improving the memory and computational efficiency of large language models (LLMs). Though the trade-off between performance and efficiency is well-known, there is still much to be learned about the relationship between quantization and LLM performance. To shed light on this relationship, we propose a new perspective on quantization, viewing it as perturbations added to the weights and activations of LLMs. We call this approach ``the lens of perturbation"". Using this lens, we conduct experiments with various artificial perturbations to explore their impact on LLM performance. Our findings reveal several connections between the properties of perturbations and LLM performance, providing insights into the failure cases of uniform quantization and suggesting potential solutions to improve the robustness of LLM quantization. To demonstrate the significance of our findings, we implement a simple non-uniform quantization approach based on our insights. Our experiments show that this approach achieves minimal performance degradation on both 4-bit weight quantization and 8-bit quantization for weights and activations. These results validate the correctness of our approach and highlight its potential to improve the efficiency of LLMs without sacrificing performance. "
"QuantAttack: Exploiting Quantization Techniques to Attack Vision Transformers","https://scispace.com/paper/quantattack-exploiting-quantization-techniques-to-attack-8getga8t5z47","2025","Proceedings Article","","Amit Baras
Alon Zolfi
Yuval Elovici
Asaf Shabtai","10.1109/wacv61041.2025.00655","https://openaccess.thecvf.com/content/WACV2025/papers/Baras_QuantAttack_Exploiting_Quantization_Techniques_to_Attack_Vision_Transformers_WACV_2025_paper.pdf","… to a novel threat vector – adversarial attacks that target the … , a novel attack that targets the availability of quantized vision … to LLM.int8(), we also evaluate the static quantization meth…",""
"Lrquant: Learnable and robust post-training quantization for large language models","https://scispace.com/paper/lrquant-learnable-and-robust-post-training-quantization-for-3jhu0io4mmte","2024","Journal Article","","Jiaqi Zhao
Miao Zhang
Chao Zeng
Ming Wang
Xuebo Liu
Liqiang Nie","10.18653/v1/2024.acl-long.122","https://aclanthology.org/2024.acl-long.122.pdf","… quantized block. At last, we pioneeringly introduce Testtime adaptation (TTA) into LLM quantization, … strategy into LLMs quantization aiming to fortify models’ robustness on unseen test …","Post-training quantization (PTQ) for large language models (LLMs) significantly accelerates model inference and relieves memory constraints, without incurring model training. A “smoothing paradigm” is commonly used in LLM quantization, which transfers the quantization difficulty of activation to weight quantization using mathematically equivalent transformations. However, existing methods face two issues: 1) Most smoothing parameters are hand-crafted defined which leads to sub-optimal results; 2) There are significant performance degradations when tested on unseen datasets. To address these challenges, this paper introduces a robust learnable smooth-based PTQ framework, called LR Quant . Firstly, we consider a learnable paradigm to find optimal smoothing parameters which are initialized by logarithmic activation equivalent. In addition, we empirically found that only relying on MSE loss could hardly lead to optimal quantization results, and we then propose a novel loss function based on the negative logarithm of cosine similarity (NLC loss) be-tween outputs of full-precision and quantized block. At last, we pioneeringly introduce Test-time adaptation (TTA) into LLM quantization, which allows for rapid model adaptation during testing to improve generalization performance. More surprisingly, we find that by us-ing our TTA method, we can achieve better results on test sets than directly using test sets for calibration in some cases while avoiding catastrophic forgetting. Codes are available at https://github.com/zjq0455/RLQ ."
"Art and science of quantizing large-scale models: A comprehensive overview","https://scispace.com/paper/art-and-science-of-quantizing-large-scale-models-a-2wije7ub1jmw","2024","Journal Article","","Yanshu Wang
Tong Yang
X. San Liang
Wang Guo-an
H.P. Lu
Zhe Xu
Yaoming Li
Weitao Li","10.48550/arxiv.2409.11650","https://arxiv.org/pdf/2409.11650","… robustness in maintaining accuracy. In the 4-8-4 setting, where both weights and the KV cache are quantized to 4 bits, LLM-… pre-train a quantized LLM so far. Considering that training a …","This paper provides a comprehensive overview of the principles, challenges, and methodologies associated with quantizing large-scale neural network models. As neural networks have evolved towards larger and more complex architectures to address increasingly sophisticated tasks, the computational and energy costs have escalated significantly. We explore the necessity and impact of model size growth, highlighting the performance benefits as well as the computational challenges and environmental considerations. The core focus is on model quantization as a fundamental approach to mitigate these challenges by reducing model size and improving efficiency without substantially compromising accuracy. We delve into various quantization techniques, including both post-training quantization (PTQ) and quantization-aware training (QAT), and analyze several state-of-the-art algorithms such as LLM-QAT, PEQA(L4Q), ZeroQuant, SmoothQuant, and others. Through comparative analysis, we examine how these methods address issues like outliers, importance weighting, and activation quantization, ultimately contributing to more sustainable and accessible deployment of large-scale models. "
"Exploring quantization techniques for large-scale language models: Methods, challenges and future directions","https://scispace.com/paper/exploring-quantization-techniques-for-large-scale-language-4ckehqxs8lrr","2024","Proceedings Article","","Ao Shen
Zhiquan Lai
Dongsheng Li","10.1145/3689236.3695383","https://dl.acm.org/doi/pdf/10.1145/3689236.3695383","… The purpose of this review is to provide researchers with a snapshot of the latest progress in LLM quantization techniques, helping them to quickly grasp the dynamics of the field and …",""
"SLMQuant: Benchmarking Small Language Model Quantization for Practical Deployment","https://scispace.com/paper/slmquant-benchmarking-small-language-model-quantization-for-vnijamzl3erb","2025","Journal Article","","Jiacheng Wang
Yejun Zeng
Jinyang Guo
Yuqing Ma
Aishan Liu
Xianglong Liu","10.1145/3746262.3761973","https://dl.acm.org/doi/pdf/10.1145/3746262.3761973","… The robustness gap between different SLM architectures under low-bit … We will include more SLM quantization algorithms, such as SLM KV cache quantization, in our future work. We …","Despite the growing interest in Small Language Models (SLMs) as resource-efficient alternatives to Large Language Models (LLMs), their deployment on edge devices remains challenging due to unresolved efficiency gaps in model compression. While quantization has proven effective for LLMs, its applicability to SLMs is significantly underexplored, with critical questions about differing quantization bottlenecks and efficiency profiles. This paper introduces SLMQuant, the first systematic benchmark for evaluating LLM compression techniques when applied to SLMs. Through comprehensive multi-track evaluations across diverse architectures and tasks, we analyze how state-of-the-art quantization methods perform on SLMs. Our findings reveal fundamental disparities between SLMs and LLMs in quantization sensitivity, demonstrating that direct transfer of LLM-optimized techniques leads to suboptimal results due to SLMs' unique architectural characteristics and training dynamics. We identify key factors governing effective SLM quantization and propose actionable design principles for SLM-tailored compression. SLMQuant establishes a foundational framework for advancing efficient SLM deployment on low-end devices in edge applications, and provides critical insights for deploying lightweight language models in resource-constrained scenarios."
"A comprehensive study on quantization techniques for large language models","https://scispace.com/paper/a-comprehensive-study-on-quantization-techniques-for-large-8tcjm099fmme","2024","Journal Article","","Jas C. Lang
Zhaohui Guo
S. Y. Huang","10.1109/icairc64177.2024.10899941","https://arxiv.org/pdf/2411.02530?","… This method is based on the insight that quantization … quantization algorithms and yields the first LLM quantization … the model’s robustness to quantization errors. For quantizing the KV …",""
"Extreme compression of large language models via additive quantization","https://scispace.com/paper/extreme-compression-of-large-language-models-via-additive-55t7ibfgoz","2024","Journal Article","arXiv.org","Vage Egiazarian
Andrei Panferov
D. D. Kuznedelev
Elias Frantar
Artem Babenko
Dan Alistarh","10.48550/arxiv.2401.06118","https://arxiv.org/pdf/2401.06118","… in LLM compression by showing for the first time that MultiCodebook Quantization (MCQ) techniques can be extended to LLM … 2018), consisting of specialized quantization algorithms to …","The emergence of accurate open large language models (LLMs) has led to a race towards quantization techniques for such models enabling execution on end-user devices. In this paper, we revisit the problem of""extreme""LLM compression--defined as targeting extremely low bit counts, such as 2 to 3 bits per parameter, from the point of view of classic methods in Multi-Codebook Quantization (MCQ). Our work builds on top of Additive Quantization, a classic algorithm from the MCQ family, and adapts it to the quantization of language models. The resulting algorithm advances the state-of-the-art in LLM compression, outperforming all recently-proposed techniques in terms of accuracy at a given compression budget. For instance, when compressing Llama 2 models to 2 bits per parameter, our algorithm quantizes the 7B model to 6.93 perplexity (a 1.29 improvement relative to the best prior work, and 1.81 points from FP16), the 13B model to 5.70 perplexity (a .36 improvement) and the 70B model to 3.94 perplexity (a .22 improvement) on WikiText2. We release our implementation of Additive Quantization for Language Models AQLM as a baseline to facilitate future research in LLM quantization."
